id,name,address,lat,lng,source,category,price_level,rating,phone,status,created_at,updated_at,deleted_at
UUID(),Bánh Mì Huỳnh Hoa,26 Lê Thị Riêng, Q1, HCMC,10.7678,106.6976,USER_SUBMITTED,Bánh Mì,1,4.7,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Bánh Mì Bà Dưỡng,99 Đường 3/2, Q10, HCMC,10.7698,106.6725,USER_SUBMITTED,Bánh Mì,1,4.5,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Hủ Tiếu Nam Vang,90 Đề Thám, Q1, HCMC,10.7645,106.6955,USER_SUBMITTED,Hủ Tiếu,1,4.2,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Mì Vịt Piêu Sài Gòn,42 Nguyễn Huệ, Q1, HCMC,10.7711,106.7008,USER_SUBMITTED,Mì,2,4.4,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Highlands Coffee,15 Nguyễn Huệ, Q1, HCMC,10.7711,106.7008,USER_SUBMITTED,Cafe,2,4.0,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Gong Cha,200 Võ Văn Tần, Q3, HCMC,10.7869,106.6897,USER_SUBMITTED,Trà Sữa,2,4.4,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),The Coffee House,50 Lê Lợi, Q1, HCMC,10.7694,106.6992,USER_SUBMITTED,Cafe,2,4.1,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Vua Bánh Xèo,77 Trần Hưng Đạo, Q1, HCMC,10.7688,106.6914,USER_SUBMITTED,Bánh Xèo,3,4.3,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Bánh Khọt Bà Dưỡng,80 Trần Hưng Đạo, Q1, HCMC,10.7688,106.6914,USER_SUBMITTED,Bánh Khọt,2,4.4,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Lẩu Bò Mắm Ruốc,166 Nguyễn Đình Chiểu, Q3, HCMC,10.7888,106.6912,USER_SUBMITTED,Lẩu,3,4.2,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Nướng Dookki,88 Lê Lai, Q1, HCMC,10.7732,106.6865,USER_SUBMITTED,Nướng,3,4.5,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Pizza Hut Delivery,123 Nguyễn Trãi, Q1, HCMC,10.7629,106.6934,USER_SUBMITTED,Pizza,2,3.8,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Lotteria,45 Lê Lợi, Q1, HCMC,10.7694,106.6992,USER_SUBMITTED,Burger,1,3.5,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Sushi Kei,88 Đồng Khởi, Q1, HCMC,10.7718,106.7042,USER_SUBMITTED,Sushi,4,4.6,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Kichi Kichi,60 Lê Lai, Q1, HCMC,10.7732,106.6865,USER_SUBMITTED,Lẩu Nhật,3,4.3,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),KFC,1 Lê Lợi, Q1, HCMC,10.7694,106.6992,USER_SUBMITTED,Gà Rán,2,3.9,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Bibigo,99 Đồng Khởi, Q1, HCMC,10.7718,106.7042,USER_SUBMITTED,Hàn Quốc,3,4.4,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Trứng Vịt Lộn Hồng Thanh,28 Võ Văn Tần, Q3, HCMC,10.7869,106.6897,USER_SUBMITTED,Đồ Ăn Vặt,1,4.0,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Xôi Xéo Bà Lễ,55 Trần Hưng Đạo, Q1, HCMC,10.7688,106.6914,USER_SUBMITTED,Xôi,1,4.3,,APPROVED,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Phở Võ Giáng,99 Nguyễn Trãi, Q1, HCMC,10.7629,106.6934,USER_SUBMITTED,Phở,2,0,,PENDING,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Bún Bò Bảy Sáng,77 Lê Lai, Q1, HCMC,10.7732,106.6865,USER_SUBMITTED,Bún Bò Huế,2,0,,PENDING,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
UUID(),Cơm Gà Hải Nam,22 Pasteur, Q1, HCMC,10.7762,106.6996,USER_SUBMITTED,Cơm Gà,2,0,,PENDING,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
